User ID,Predicted User Category,Recommended News Category,Recommended Article
U6666,user_1,Entertainment,Beyoncé's Christmas Decorations Are Just As Glorious As You'd Expect
U3325,user_1,Entertainment,Jaime Lannister Doesn't Want Us To Look Back And Realize We're 'F**ked'
U6227,user_2,Education,This Bronx Educator Reminds Us Why Good Teachers Are Simply The Best
U4374,user_2,Education,"Donors Matter: Global Warming, Teacher Employment Law, and the 'Political Lens'"
U8705,user_2,Education,Test-Driven Teacher Evaluations Strike Out
U0472,user_1,Entertainment,"Grammys Awards Live: Frank Ocean, fun., Mumford & Sons And More Join For Music's Biggest Night (LIVE UPDATES)"
U4151,user_1,Entertainment,Tina Turner Celebrates Milestone 80th Birthday With A Joyful Video Message
U8570,user_3,Crime,Isabel Celis: Father Of Missing Arizona Girl Barred From Contact With Sons (VIDEO)
U2788,user_1,Entertainment,Demi Lovato Is Dangerous In ‘From Dusk Till Dawn’ Clip
U4514,user_1,Entertainment,How Kate Winslet And Leo DiCaprio Used 'Titanic' To Help A Cancer Patient
U9081,user_1,Entertainment,Jodie Foster On Sex Assault: 'Justice By Twitter Is Not The Way To Go'
U9450,user_2,Education,Top 5 Ways To Get Ready For Fall Semester
U9883,user_3,Crime,Ex-TV Reporters Charged After Their Baby Tests Positive For Cocaine
U5745,user_3,Crime,"Man Celebrating 22nd Birthday Vanishes Outside Boston Bar, Family Says"
U3654,user_3,Crime,Man Charged With Killing Wife Years After She Plummeted To Death
U5561,user_2,Education,An Open Letter to the Secretary of Education Designate from Thousands of American Clergy
U4785,user_2,Education,"Millennials Are Tolerant, Educated, Enterprising, and Hyphenated"
U2158,user_2,Education,Teaching the Bible as Literature in Public High School (Part 10) – The Noble Lie
U5374,user_1,Entertainment,Actor Garret Dillahunt Gets Serious -- Again
U2636,user_1,Entertainment,'How To Train Your Dragon 2' Trailer: New Teaser Sends Hiccup And Toothless Off On More Adventures
U3708,user_2,Education,Understanding Your Finances After Your Child Is Accepted to College
U1350,user_1,Entertainment,Art Meets Porn and Other High Points From Toronto
U5818,user_1,Entertainment,Stars Wear All Black At Golden Globes In Powerful Show Of Solidarity
U9033,user_2,Education,Radically Flawed: The Truth About Vouchers
U0337,user_1,Entertainment,Kristen Bell's Mullet Puts All Your Terrible Childhood Haircuts To Shame
U4019,user_2,Education,Saying Yes!: 5 Pieces of Career Advice for Middle School Students
U3830,user_2,Education,The Letter You Should Write to Your K-12 Schools
U6222,user_1,Entertainment,Tove Lo Is The Latest Star On Taylor Swift's Epic 1989 Tour Guest List
U4549,user_1,Entertainment,Shaquille O'Neal Doesn't Know Who The Queen Of England Is
U3912,user_1,Entertainment,Haylie Duff Shares First Photo Of Baby Girl Ryan
U3890,user_2,Education,Good but Not Good Enough: Moving Public Will on Early Childhood Education
U2158,user_2,Education,My Son Only Read One Book in Middle School
U6865,user_3,Crime,"Blind Sailor Successfully Sails From Mexico To Hawaii, Crashes On Reef Upon Arrival"
U2282,user_3,Crime,Deadly Midair Collision Reported In Maryland
U3275,user_3,Crime,Abusive Mother Tried To Sew Daughter's Mouth Shut: Cops
U5275,user_1,Entertainment,Macaulay Culkin Goes Ghoulish In 'American Horror Story: Double Feature' Trailer
U0008,user_3,Crime,Lisa Holden Hid In Woods With Children For Two Days To Escape Abusive Husband
U0637,user_2,Education,"New Course Leads To Big Gains In Number Of Girls, Minorities Taking AP Computer Science Exams"
U7697,user_1,Entertainment,The Charming 'La La Land' Is The Early Front-Runner For Best Picture
U0884,user_2,Education,An Homage to 'Teachers'
U1149,user_2,Education,Twitter's Unexpected Benefits
U7068,user_1,Entertainment,The Progressive 'Legend Of Korra' Finale Made Fans Very Happy
U7385,user_2,Education,"Fizz! Pop! Bang! Teachers Find New Science Standards Fun, But Costly"
U2384,user_2,Education,Why Harvard Law School Matters: A New Critique
U6416,user_1,Entertainment,'Game Of Thrones' Actress Hilariously Nails Pregnancy Announcement
U3141,user_3,Crime,"Pilot Error, Dust Blamed For Fatal Marine Osprey Crash In Hawaii"
U1629,user_1,Entertainment,Here's Your First Look At The New 'Hey Arnold!' Movie
U0444,user_2,Education,Colleges of the Future Must Go Back to the Future
U5386,user_1,Entertainment,Ryan Reynolds And Blake Lively Surprise Fans At Early 'Deadpool' Screening
U2999,user_1,Entertainment,Actress Jameela Jamil Gives Men A Lesson In How Not To Be Like Aziz Ansari
U8323,user_3,Crime,Police Uncover New Leads In Child's 17-Year-Old Murder Mystery
U2302,user_1,Entertainment,Val Kilmer Spotted Without Breathing Device Around His Neck In London
U8097,user_3,Crime,George Huguely Murder Trial: Jurors To Deliberate Following Closing Arguments
U0896,user_2,Education,A Classroom Of Tomorrow
U3777,user_1,Entertainment,Shaggy Says Reggae Music And Weed Can Stop ISIS
U3866,user_2,Education,What Are Teachers Looking For When They Want To Leave Teaching?
U8442,user_3,Crime,"Rayna Rison Cold Case Murder Solved, Ex-Boyfriend In Custody: Cops"
U8869,user_1,Entertainment,'Star Wars: The Force Awakens' Tops $1 Billion In Ticket Sales
U8952,user_3,Crime,Search Underway For Missing Tennessee Toddler Noah Chamberlin
U1277,user_1,Entertainment,Mick Jagger Is The Newest Member Of Taylor Swift's 1989 Tour Squad
U5589,user_3,Crime,Felony Charges For Father Of Toddler Who Shot Pregnant Mom
U0528,user_1,Entertainment,"'The Boys,' 'Mortal Instruments' Dropped By Studios"
U8039,user_1,Entertainment,The 'I Miss You' Conversation
U9726,user_2,Education,Giving Kids The Confidence To Learn Through Play
U3502,user_3,Crime,Robbery Suspect Dead In Apparent Suicide After 5-Hour Standoff: Cops
U3026,user_3,Crime,"Naked Drunk Driver Crashes Car While Having Sex At The Wheel, Police Say"
U6503,user_2,Education,Educational Tech: What's Next?
U3013,user_3,Crime,Science May Make Eternal Life Sentences a Reality (VIDEO)
U4568,user_2,Education,I’m A Liberal Professor And My Conservative Students Terrify Me
U6943,user_1,Entertainment,David Duchovny Addresses The Nuttiest Fan Theories About 'The X-Files'
U5356,user_1,Entertainment,EXCLUSIVE: BET Responds After Coming Under Fire from Journalists and Publicists
U0820,user_1,Entertainment,"Elizabeth Reaser on Broadway, Breasts and Playing Opposite the Big Boys -- Brave and True"
U6531,user_2,Education,The Barriers to Technology in Education
U8679,user_3,Crime,Cop Charged With Laquan McDonald's Murder Posts Bail
U9147,user_3,Crime,"Missouri Has Lost Track Of Nearly 1,300 Registered Sex Offenders: Audit"
U6019,user_3,Crime,Parents Guilty Of Imprisoning Daughters Under Extreme Rules
U9241,user_3,Crime,La. Teacher Suspected Of Having Sex With Students
U8856,user_1,Entertainment,Anticipating the Golden Globes: One High Tea and Two Lunches
U7610,user_1,Entertainment,Jennifer Lawrence Is Entertainment Weekly's 2015 Entertainer Of The Year
U0576,user_1,Entertainment,Bruce Springsteen Delivers Extraordinary Call For Voters To Dump Trump
U9409,user_3,Crime,Cosby Lawyers Seek To Bar Alleged Victims From Sex Assault Trial
U6431,user_3,Crime,Group Wants Special Prosecutor In Police Killing Of Farmworker
U8002,user_1,Entertainment,"Blac Chyna To Rob Kardashian: 'If You Can't Respect Me, You Have To Respect The Law'"
U2461,user_2,Education,Donald J. Trump’s 'Vision' For Education
U9662,user_3,Crime,Hawaii Lawmakers Promise To Ban Police Sex With Prostitutes
U3582,user_1,Entertainment,Kylie Jenner Channels Pin-Up Glam In New Photo From High Fashion Shoot
U1284,user_2,Education,Must We Accept Trumpism And A Second Rate Education For Poor Kids?
U4647,user_2,Education,Promoting Meaningful Education:  Phi Beta Kappa Honors the Washington Consortium for the Liberal Arts
U1598,user_3,Crime,Texas Deputy Found Dead In Lake
U7779,user_3,Crime,ISIS Claims Responsibility For Attack At Ohio State University
U1593,user_3,Crime,Memphis Police Find Almost 200 Misplaced Rape Kits From '70s
U3299,user_3,Crime,Drug-Addled Puppy 'Looks Much Better' After Undergoing Doggie Rehab
U6858,user_1,Entertainment,Jessica Simpson Goes Braless In Sexy Little Black Dress For Date Night In NYC
U8831,user_1,Entertainment,Comedian Rob Delaney Announces Death Of Two-Year-Old Son
U6871,user_3,Crime,Esteban Santiago Charged In Fort Lauderdale Airport Attack
U4658,user_3,Crime,DNA Swab Nabs Suspect In Vanessa Marcotte's Killing
U8819,user_3,Crime,Canadian Judge Finds Radio Star Jian Ghomeshi Not Guilty Of Sexual Assault
U6636,user_3,Crime,Want to Know How to Recruit a Terrorist? Just Ask a Gangster . . .
U4941,user_2,Education,11 Rights All Students (Should) Have
U9466,user_1,Entertainment,Cloris Leachman on New Streaming Drama The Eleventh: You're Not Still Active At 90 If You're Not Adapting
U0718,user_3,Crime,Berkeley Mayor: Antonio Martin Is Not Michael Brown
U5697,user_2,Education,Kids in Montana Unique: They're Learning the Truth
U2023,user_3,Crime,Vicious Police Beating Of Stanislav Petrov Sparks Call For Federal Probe
U0044,user_1,Entertainment,'Daily Show' Mocks Conservative Media With Montage Of 'Worst Joe Biden Scandals'
U8154,user_2,Education,Should We Rewrite American History Books?
U3184,user_3,Crime,Ex-New Orleans Cops Plead Guilty In Post-Katrina Killings
U3635,user_1,Entertainment,Jim Carrey Paints Sean Hannity With His Perfect Partner In Artistic Smackdown
U6974,user_3,Crime,Chelsea Johnson Murder: George Donald Davis Named 'Person Of Interest' In Ohio Teen's Death
U5585,user_3,Crime,Video Shows Man Holding Gun Before Allegedly Shooting At Police Officers In Ferguson
U9325,user_2,Education,Why More School Districts Are Holding Class Just Four Days A Week
U0440,user_1,Entertainment,Channing Tatum And Arie Luyendyk Jr. Have A Day At The Races
U1316,user_3,Crime,Suspect Deported 5 Times Before Alleged Murder
U2429,user_3,Crime,Firefighter Arrested In Love Triangle Murder
U3893,user_1,Entertainment,Pity Porn: The Unlikelihood of an Unbiased Porn Doc
U2367,user_3,Crime,Don't Fall Prey to This
U2294,user_2,Education,The Graduation Gift You Can't Afford to Miss
U3157,user_2,Education,Why College Signing Day Is Important for the Nation
U6378,user_3,Crime,Washington State Shooting Leaves 5 Dead
U1883,user_1,Entertainment,Celine Dion's Brother Daniel Dead At 59 After Battle With Cancer
U4845,user_1,Entertainment,There Was An 'O.C.' Reunion At The New Musical Based On The Show
U6068,user_2,Education,My Students Don't Need More Debt
U6705,user_2,Education,Internship Ideas For Aspiring Journalists (Besides Editorial)
U3503,user_1,Entertainment,These 'GoT' Character Impressions Are Scarily Good
U5182,user_2,Education,Leveling the Playing Field for Our Kids
U8589,user_2,Education,Happy Mother's Day To The Moms Who Teach
U4892,user_1,Entertainment,Justin Bieber Writes Touching Note To Friend Who Died In Paris Attacks
U7522,user_1,Entertainment,Iggy Azalea And Weird Al?!
U1886,user_2,Education,3 Tips for A Happy Financial New Year
U8588,user_2,Education,Testing Opt Out: Parent Wants Conference; School Calls Police *Just in Case*
U0262,user_3,Crime,Woman Arrested After Her Pit Bulls Attack Man In Violent Video
U7449,user_1,Entertainment,Coming Soon To An Arena Near You: Vin Diesel In 'Fast And Furious' Live
U5583,user_1,Entertainment,Madonna And Stevie Wonder Prove No One Compares To Prince At Billboard Music Awards
U9685,user_1,Entertainment,Prince Had The Right Philosophy On Life And Death
U0920,user_3,Crime,"Stephanie Fletcher, Former Walton, N.Y. Teacher, Accused Of Having Sex With Students During Class Breaks"
U0059,user_2,Education,Climate Change-Deniers 'Spam' Thousands Of Teachers With Anti-Global Warming Packages
U5311,user_3,Crime,"Kidnapped Girl, 5, Dies In Shootout After High-Speed Chase"
U1047,user_2,Education,"The Trump Education Budget Will Dangerously Favor ""Fast Food"" Teachers"
U9839,user_3,Crime,Here's Everything We Know About The San Bernardino Attackers
U3504,user_3,Crime,This Is Why You Don't Mess With The Garbage Man
U8839,user_3,Crime,Pennsylvania Wants To Use Science In Criminal Sentencing
U1780,user_1,Entertainment,Bryan Cranston Burns 'Breaking Bad' Fan With Perfect 'Your Mother' Joke
U5206,user_3,Crime,Gun Possession Charge Dropped For Man Who Can't Use Arms
U2898,user_1,Entertainment,"Mariah Carey Plans Surprise Album, Ruins Surprise"
U1500,user_2,Education,Dear Secretary DeVos
U0328,user_1,Entertainment,Ashley Graham Announces She's Expecting Twins In Sweet Instagram Video
U4982,user_1,Entertainment,"Celeste Holm Movies: From ""Gentleman's Agreement"" To ""Come To The Stable,"" Remembering The Late Actress"
U3974,user_2,Education,Year-Round Schooling: Why It's Time to Change
U1690,user_3,Crime,Fourth Victim In Marysville Shooting Dies
U1514,user_1,Entertainment,'Moonlight' Sweeps 2017 Independent Spirit Awards
U5895,user_3,Crime,Dozens Of Teens Detained In Brawl At Arizona State Fair
U1170,user_1,Entertainment,Reports: Paul Haggis Detained In Italy In Sex Assault Case
U9673,user_1,Entertainment,Watch Trump Blame Everyone But Himself For Coronavirus In 'Daily Show' Supercut
U1275,user_3,Crime,"At Least 7 Hurt In California Stabbings As Neo-Nazis, Protesters Clash"
U9116,user_2,Education,Adventures in Instructional Coaching: It's Time to Teach
U7944,user_1,Entertainment,"Reba McEntire Opens Up About Her Music, Life and Love"
U9925,user_2,Education,Dolly Parton. Really.
U4704,user_2,Education,America's Schools Are Built For Tomorrow's Followers
U7782,user_1,Entertainment,Jessica Simpson Shares Adorable Photo Of Her Kids Looking Like Angels On Picture Day
U4394,user_2,Education,It's Proven. It's Perfect. I'll Change It.
U6142,user_3,Crime,"'Loud Noises,' Mistaken For Gunfire, Cause Panic At LAX"
U3876,user_1,Entertainment,Logan Lerman Gets A Lesson In The Art Of The Woo In This 'Indignation' Clip
U9235,user_1,Entertainment,Ariana Grande Says She's 'Broken' After British Concert Horror
U2830,user_3,Crime,Holmes' Lawyers Object To Testimony That's Too 'Upsetting'
U5459,user_3,Crime,NYPD: Muslim Woman Set On Fire Just Before 9/11 Anniversary
U7386,user_3,Crime,Penn State Fined Record $2.4 Million Over Sandusky Case
U4879,user_2,Education,'Sesame Street' Wins $100 Million Grant To Create Programming For Refugee Children
U0554,user_1,Entertainment,How Nice Of Dr. Luke To Now Let Kesha Perform At The Billboard Music Awards
U5658,user_1,Entertainment,Daniel Craig Calls Out James Bond For Being 'Sexist'
U9218,user_2,Education,No Equal in the World: Leadership Advice for New College Presidents
U0508,user_1,Entertainment,'Pitch Perfect' Co-Stars Anna Camp And Skylar Astin Tie The Knot In California
U4780,user_1,Entertainment,Queen Latifah Hits Super Bowl To Perform 'America The Beautiful'
U7038,user_2,Education,DeVos Department Tries To Block Public Streaming Of Student Debt Hearing
U8511,user_3,Crime,An Open Letter to Seth Rogen
U4184,user_1,Entertainment,Please Stop Asking Pedro Pascal If You Could Squeeze His Head
U3935,user_1,Entertainment,How Working On Ellen's 'Puppy Episode' Changed My Life
U0007,user_1,Entertainment,Fyre Festival Organizers Hit With $100 Million Lawsuit
U2662,user_3,Crime,Minnesota Governor Calls Mosque Bombing An Act Of Terrorism
U5130,user_3,Crime,"George Stinney, Black Teen Executed In 1944, May Get New Trial"
U9085,user_1,Entertainment,Kathy Griffin Rips Andy Cohen (And Harvey Levin) In Video Rant
U4302,user_3,Crime,"Tulsa Shooting: 4 People Dead, One Injured In Home, Suspect On The Loose"
U8499,user_2,Education,The Power of Partnerships in Early Education
U8007,user_2,Education,Parent Involvement in Schools Matters: A Teacher's Perspective
U7041,user_2,Education,What Are Teachers Looking For When They Want To Leave Teaching?
U6313,user_3,Crime,Muslim Man Beaten Outside Florida Mosque Attended By Orlando Shooter Omar Mateen
U7655,user_3,Crime,Second Victim Dies After Shooting At Florida Gym
U4828,user_1,Entertainment,Tina Fey & Amy Poehler Will Reunite To Co-Host 'Saturday Night Live'
U2890,user_1,Entertainment,Andrew Lloyd Webber Shows His Stripes Over Parody Songs In 'Katdashians' Musical (UPDATE)
U6795,user_3,Crime,Arrest Made In South Carolina Mall Shooting That Wounded 14 People
U2017,user_1,Entertainment,Designing Change: The History of Red Carpet Green Dress
U0042,user_3,Crime,U.S. Charges Iranians For Global Cyber Attacks
U2887,user_2,Education,The Global Search for Education: From New Zealand
U1791,user_2,Education,A Teacher's Words to Louis C.K.
U7186,user_3,Crime,The Cosby Verdict Won’t Fix A Broken Legal System
U3211,user_2,Education,"Failure to invest in education is penny wise, pound foolish"
U8713,user_1,Entertainment,Ashley Olsen's New Boyfriend Is Even Older Than Mary-Kate's Fiance
U9784,user_2,Education,"Los Angeles Charter School Operators Demand Less Oversight And Accountability, And Fewer Investigations"
U4066,user_3,Crime,Dad Charged After Cops Find Body Near Where Toddler Was Left Outside For Not Drinking Milk
U3947,user_3,Crime,Liam Neeson Is Waking Us Up To The Painful Truth About Our Children That We Can't See
U5055,user_2,Education,Around the World in 30 Days  --  November 2014
U6936,user_3,Crime,Officers Fired Upon In Fatal Los Angeles Area Shooting
U3657,user_3,Crime,Marijuana Blamed for Dzhokhar's Alleged Boston Bombings
U6595,user_2,Education,"If You Have One of These Degrees, You Could Save Thousands by Refinancing Student Loans"
U9141,user_3,Crime,Dogs Get High After Alleged Drug Dealer Throws Heroin Over Fence
U8209,user_3,Crime,An Open Letter to Seth Rogen
U6494,user_1,Entertainment,Reporter's Interview With Kristen Wiig Is Hilariously Awkward
U7930,user_2,Education,Make Entrepreneurship Education Your Summer School
U6524,user_2,Education,The Global Search for Education:  With the World in Mind
U9598,user_1,Entertainment,New Radicals Reunite To Sing 'You Get What You Give' For Biden Inauguration 'Parade'
U3862,user_1,Entertainment,The Coop: Evocative First Film by Turkish Actor Ufuk Bayraktar
U8778,user_2,Education,Newark Schools Still Struggling Despite Facebook Donation
U8993,user_3,Crime,Girl Abducted From Montana Park Found Alive; Suspect In Custody: UPDATED
U5653,user_3,Crime,"Valentine's Day Crossbow Attack Leaves 1 Injured, 1 Dead"
U7419,user_1,Entertainment,Trailer For Chilean Mining Accident Movie 'The 33' Will Hit You In The Feels
U9683,user_3,Crime,Prisons Without Walls: We're All Inmates in the American Police State
U8766,user_1,Entertainment,Miley Cyrus And Patrick Schwarzenegger Reportedly Split
U7098,user_3,Crime,"Willie Manning, Mississippi Death Row Inmate, Denied DNA Test; Execution Set For Tuesday"
U2971,user_3,Crime,"'Ritual Killing' May Be Linked To Blue Moon, Police Say"
U0719,user_2,Education,How to Introduce Humor Into Your Wellness Program... and Your Approach to Life
U4857,user_3,Crime,5 Teens Charged In Attack On Girl At Brooklyn McDonald's
U1469,user_2,Education,A Choosy Mom on Choosing Schools
U0444,user_2,Education,Answering Eisenhower’s Call
U5717,user_2,Education,"Homeless Students, Destroyed Campuses, ‘Invisible Injuries’: What California Schools Learned From Recent Disasters"
U1879,user_2,Education,A Career Path for Every Great Teacher
U8091,user_2,Education,The Importance of Process in Achieving Results
U7344,user_1,Entertainment,Erykah Badu Majorly Disses Iggy Azalea At Soul Train Awards
U6270,user_2,Education,Tenure: Education's Friend or Foe?
U0374,user_3,Crime,Notorious Drug Smuggler To Be Released From Prison
U8624,user_1,Entertainment,See Wonder Woman And Lex Luthor In New 'Batman V Superman' Photos
U3513,user_2,Education,Donald Trump Says Our Schools Are 'Flush With Cash.' They’re Falling Apart!
U8916,user_1,Entertainment,Donald Trump Calls Kathy Griffin ‘Sick’ In Response To Controversial Image
U3777,user_3,Crime,Baileigh Karam Reunited With Parents Days After Video Of Fight Posted To Facebook
U9354,user_2,Education,Bystander Intervention and Double Standards of Sexual Assault During Hazing
U3657,user_1,Entertainment,Pussycat Dolls Founder Denies Claims Of Abuse By Former Member (UPDATE)
U1988,user_1,Entertainment,'Do You Want To Build A Meth Lab?'
U9056,user_2,Education,"Justice Dept. Drops Yale Admissions Suit Alleging Anti-Asian, White Discrimination"
U6660,user_1,Entertainment,Khloe Kardashian Is 'Inconsolable' After Ex Lamar Odom Is Found Unconscious
U1897,user_1,Entertainment,Kristen Bell And Idina Menzel Prove They'll Never 'Let It Go' With 'Frozen' Reunion
U9391,user_1,Entertainment,Impress Music Snobs by Discovering Indie Artist Allman Brown First
U4224,user_3,Crime,"Man Killed Stepmom While She Watched TV, Police Say"
U6532,user_1,Entertainment,This Netflix Tweet Hints That There's More 'Gilmore Girls' On The Way
U2882,user_2,Education,Children Forced To 'Deal With It' And Bundle Up As Classrooms Lose Heat
U0464,user_2,Education,Education Policies Worthy of the Name 'Reform'
U1105,user_3,Crime,Primary School Warns Parents To Stop Smoking Weed At Dropoff
U7451,user_3,Crime,Road Rage Video Shows Driver Crushing Veteran's Motorcycle With His Car
U6689,user_2,Education,Student Loses Hope After Too Much Testing (VIDEO)
U2877,user_3,Crime,Texas Mother Arrested For Allegedly Burning 2-Year-Old Daughter In Hot Oven
U3183,user_1,Entertainment,Michael B. Jordan Sets Fire To First 'Fahrenheit 451' Trailer
U5229,user_1,Entertainment,The First Real Clip From 'American Horror Story: Hotel' Is Nightmarish
U8951,user_1,Entertainment,Samuel L. Jackson Didn't Know He Was In A Feud With Donald Trump
U3269,user_2,Education,The Wisdom Of The New York Times Magazine's Special Issue On Race And Education
U8056,user_3,Crime,Search Underway After Woman Reportedly Jumps Off Carnival Cruise Ship
U5952,user_2,Education,Radically Flawed: The Truth About Vouchers
U6007,user_2,Education,Special Education Case At Supreme Court Could Prove Costly For Schools
U2517,user_2,Education,Racist Bullying Needs to Stop: We Cannot Become Desensitized to 10-Year-Olds Hanging Themselves
U2387,user_3,Crime,"Husband Jailed For Using Unsuspecting Wife As $700,000 Heroin Mule"
U8390,user_2,Education,The Way We Learn Today Is Just Wrong
U8235,user_1,Entertainment,Amy Schumer Rewrote Her 'Star Wars'-Themed GQ Cover And Now It's Perfect
U3996,user_2,Education,Signing Day For The Future Superstars Of Education
U6295,user_2,Education,Are Publicly Funded Charter Schools Accountable to Parents and Taxpayers? Apparently Not.
U7133,user_1,Entertainment,New ‘Roseanne’ Teaser Makes Fun Of The Show’s Original Ending
U2459,user_3,Crime,"Another Day, Another Death: A Mother Dies in Prison After Reporting Threats"
U5416,user_3,Crime,Decades Of Sexual Abuse At Elite Connecticut School Documented In Report
U2476,user_1,Entertainment,Mark Hamill & 'Star Wars': Luke Skywalker Actor On Episode 7
U7665,user_3,Crime,"Naked Drunk Driver Crashes Car While Having Sex At The Wheel, Police Say"
U1236,user_3,Crime,Shark Kills Teen Surfing With Family Off Western Australia's Coast
U8535,user_3,Crime,Video Shows El Paso Officer Fatally Shooting Prisoner
U4928,user_3,Crime,WATCH IT: Brawling Brothers Slam Car Into Police Cruiser
U3305,user_2,Education,Singing in the Snow: Storms Produce Strength
U8987,user_2,Education,No Child Left in Isolation
U2815,user_1,Entertainment,Couch Jump! Tom Cruise Joins Instagram
U6418,user_3,Crime,"California Man Charged In Security Guard Slaying Kills 3 More Before Capture, Cops Say"
U8121,user_3,Crime,You Can Help Rebuild A Mosque That Was Burned Down In America
U5263,user_1,Entertainment,Gwyneth Paltrow Attends 'Scream Queens' Premiere With Rumored Boyfriend Brad Falchuk
U8831,user_3,Crime,Georgia Governor Vetoes Private Probation Bill
U1493,user_2,Education,From Instructional Technologist to Educational Evangelist
U2455,user_3,Crime,Shooting Inside Packed Cincinnati Nightclub Kills One Person And Wounds 15
U0714,user_3,Crime,Parkland Suspect’s Brother Jailed On Probation Violation Charge
U6681,user_1,Entertainment,Gabby Douglas Is Utterly Unrecognizable On 'Undercover Boss'
U8028,user_1,Entertainment,7 Celebrity Couples Who Broke Up Before Getting Married
U7204,user_2,Education,Mr. MacPherson Circa 1982
U7097,user_2,Education,What Are Teachers Looking For When They Want To Leave Teaching?
U3014,user_1,Entertainment,Shannen Doherty Will Appear In The 'Heathers' Reboot We Can't Wait To See
U4362,user_2,Education,"On My First Friend, Kindergarten, And Diversity"
U2198,user_1,Entertainment,"'The Bachelor' Might Try To Increase Diversity, According To New ABC Chief"
U0814,user_3,Crime,Trayvon Martin 7-Eleven Surveillance Video Shows Slain Teen Shortly Before He Was Killed
U8472,user_3,Crime,Graphic Police Dash Cam Video Shows Fatal Shooting Of Unarmed Man
U1576,user_1,Entertainment,'Girls' Writer Jenni Konner Says Season 5 Was About 'Hannah Getting Her Groove Back'
U9541,user_1,Entertainment,Joan Rivers Honors Robin Williams In Resurfaced Interview
U1640,user_2,Education,To The Teachers Who Taught Beyond The Textbook
U1555,user_1,Entertainment,The Full Story Behind Michael Caine's Controversial Oscar Comments
U7556,user_3,Crime,Veterinary Board Seeks To Revoke License For Texas Vet Who Killed Cat With Arrow
U4202,user_1,Entertainment,Khloe Kardashian Flies Private To See James Harden For Chipotle Date
U4569,user_3,Crime,Marine's Pregnant Wife Disappears On Way To National Park
U6748,user_2,Education,Job Insecurity: The False Dilemma of Teacher Tenure
U0428,user_3,Crime,Oklahoma Tackles the Prescription Drug Abuse Epidemic
U7330,user_1,Entertainment,Kylie Jenner Is Celebrating Her 18th Birthday At A Beach Club In Canada
U2754,user_1,Entertainment,"As a True 'Joan Ranger,' This Is Why I Don't Want to See Kathy Griffin on 'Fashion Police'"
U1777,user_3,Crime,"Sheriff Says Florida Cop Shoved Pills Down Elderly Woman's Throat, Stole Her Dog"
U2967,user_1,Entertainment,2015 Oscar Nominations: What the Math Says
U2179,user_2,Education,Partisan Divide About College Reflects Our Dislike Of Each Other
U6041,user_3,Crime,"Orlando Gunman's Father Says Son Was Upset By Gay Kiss, Not Motivated By Religion"
U1606,user_2,Education,The Elementary Education Of Donald Trump
U3426,user_1,Entertainment,Charlize Theron Says Portraying Megyn Kelly Was 'Harder' Than Serial Killer Role
U5980,user_1,Entertainment,'Sense8' Revived For A 2-Hour Farewell Episode
